2024-02-05 13:25:38.596298: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libnvinfer.so.6'; dlerror: libnvinfer.so.6: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cudnn/cuda-11.3/8.2.0/lib64:/usr/local/cuda-11.1/lib64
2024-02-05 13:25:38.596395: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libnvinfer_plugin.so.6'; dlerror: libnvinfer_plugin.so.6: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cudnn/cuda-11.3/8.2.0/lib64:/usr/local/cuda-11.1/lib64
2024-02-05 13:25:38.596403: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:30] Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
2024-02-05 13:25:41.169140: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcuda.so.1
2024-02-05 13:25:41.217861: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1555] Found device 0 with properties: 
pciBusID: 0000:17:00.0 name: NVIDIA A100 80GB PCIe MIG 1g.10gb computeCapability: 8.0
coreClock: 1.41GHz coreCount: 14 deviceMemorySize: 9.50GiB deviceMemoryBandwidth: 225.30GiB/s
2024-02-05 13:25:41.218022: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcudart.so.10.1'; dlerror: libcudart.so.10.1: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cudnn/cuda-11.3/8.2.0/lib64:/usr/local/cuda-11.1/lib64
2024-02-05 13:25:41.220000: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcublas.so.10
2024-02-05 13:25:41.220849: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcufft.so.10
2024-02-05 13:25:41.221083: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcurand.so.10
2024-02-05 13:25:41.222704: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcusolver.so.10
2024-02-05 13:25:41.223496: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcusparse.so.10
2024-02-05 13:25:41.223597: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcudnn.so.7'; dlerror: libcudnn.so.7: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cudnn/cuda-11.3/8.2.0/lib64:/usr/local/cuda-11.1/lib64
2024-02-05 13:25:41.223604: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1592] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
2024-02-05 13:25:41.236927: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 AVX512F FMA
2024-02-05 13:25:41.253508: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2800000000 Hz
2024-02-05 13:25:41.253639: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x55bb4c6cdd50 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2024-02-05 13:25:41.253646: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
2024-02-05 13:25:41.309871: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x55bb4c1c82e0 initialized for platform CUDA (this does not guarantee that XLA will be used). Devices:
2024-02-05 13:25:41.309895: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): NVIDIA A100 80GB PCIe MIG 1g.10gb, Compute Capability 8.0
2024-02-05 13:25:41.309989: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1096] Device interconnect StreamExecutor with strength 1 edge matrix:
2024-02-05 13:25:41.309999: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1102]      
=======> train step: 960000, lr: 0.000010, total_loss: 18.59,                  box_loss: 2.67, conf_loss: 15.38, category_loss: 0.55
=======> train step: 973399, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973400, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973401, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973402, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973403, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973404, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973405, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973406, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973407, lr: 0.000010, total_loss: 0.33,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973408, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973409, lr: 0.000010, total_loss: 0.39,                  box_loss: 0.35, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973410, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973411, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.24, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973412, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973413, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973414, lr: 0.000010, total_loss: 0.35,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973415, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973416, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973417, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973418, lr: 0.000010, total_loss: 0.07,                  box_loss: 0.04, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973419, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973420, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973421, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973422, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973423, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973424, lr: 0.000010, total_loss: 0.33,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973425, lr: 0.000010, total_loss: 0.40,                  box_loss: 0.37, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973426, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973427, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973428, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973429, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973430, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973431, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973432, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.24, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973433, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973434, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973435, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973436, lr: 0.000010, total_loss: 0.25,                  box_loss: 0.21, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973437, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973438, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973439, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.19, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973440, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973441, lr: 0.000010, total_loss: 0.42,                  box_loss: 0.38, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973442, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973443, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.24, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973444, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973445, lr: 0.000010, total_loss: 0.36,                  box_loss: 0.32, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973446, lr: 0.000010, total_loss: 0.48,                  box_loss: 0.44, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973447, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973448, lr: 0.000010, total_loss: 0.09,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973449, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973450, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973451, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973452, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973453, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973454, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973455, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973456, lr: 0.000010, total_loss: 0.33,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973457, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973458, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973459, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973460, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.19, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973461, lr: 0.000010, total_loss: 0.37,                  box_loss: 0.33, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973462, lr: 0.000010, total_loss: 0.05,                  box_loss: 0.03, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973463, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973464, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973465, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973466, lr: 0.000010, total_loss: 0.09,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973467, lr: 0.000010, total_loss: 0.24,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973468, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973469, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973470, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973471, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973472, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973473, lr: 0.000010, total_loss: 0.25,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973474, lr: 0.000010, total_loss: 0.38,                  box_loss: 0.34, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973475, lr: 0.000010, total_loss: 0.35,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973476, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973477, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973478, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973479, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973480, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973481, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973482, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973483, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973484, lr: 0.000010, total_loss: 0.05,                  box_loss: 0.03, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973485, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973486, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973487, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.30, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973488, lr: 0.000010, total_loss: 0.38,                  box_loss: 0.35, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973489, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973490, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973491, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973492, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973493, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973494, lr: 0.000010, total_loss: 0.47,                  box_loss: 0.43, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973495, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973496, lr: 0.000010, total_loss: 0.39,                  box_loss: 0.36, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973497, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973498, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973499, lr: 0.000010, total_loss: 0.32,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973500, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973501, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973502, lr: 0.000010, total_loss: 0.36,                  box_loss: 0.33, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973503, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973504, lr: 0.000010, total_loss: 0.05,                  box_loss: 0.03, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973505, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973506, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973507, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973508, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973509, lr: 0.000010, total_loss: 0.36,                  box_loss: 0.33, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973510, lr: 0.000010, total_loss: 0.33,                  box_loss: 0.30, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973511, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973512, lr: 0.000010, total_loss: 0.38,                  box_loss: 0.33, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973513, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973514, lr: 0.000010, total_loss: 0.33,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973515, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973516, lr: 0.000010, total_loss: 0.07,                  box_loss: 0.04, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973517, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973518, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973519, lr: 0.000010, total_loss: 0.46,                  box_loss: 0.41, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973520, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973521, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973522, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973523, lr: 0.000010, total_loss: 0.43,                  box_loss: 0.39, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973524, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973525, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973526, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973527, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973528, lr: 0.000010, total_loss: 0.05,                  box_loss: 0.03, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973529, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973530, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.05, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973531, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973532, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.05, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973533, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973534, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973535, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973536, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973537, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973538, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973539, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973540, lr: 0.000010, total_loss: 0.37,                  box_loss: 0.33, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973541, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973542, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973543, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973544, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973545, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973546, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973547, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973548, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973549, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973550, lr: 0.000010, total_loss: 0.36,                  box_loss: 0.32, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973551, lr: 0.000010, total_loss: 0.39,                  box_loss: 0.35, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973552, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973553, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.05, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973554, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973555, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973556, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973557, lr: 0.000010, total_loss: 0.40,                  box_loss: 0.35, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973558, lr: 0.000010, total_loss: 0.25,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973559, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973560, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973561, lr: 0.000010, total_loss: 0.07,                  box_loss: 0.04, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973562, lr: 0.000010, total_loss: 0.35,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973563, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973564, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973565, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973566, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973567, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973568, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973569, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973570, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973571, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973572, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973573, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973574, lr: 0.000010, total_loss: 0.24,                  box_loss: 0.21, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973575, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973576, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.24, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973577, lr: 0.000010, total_loss: 0.31,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973578, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973579, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.02
=======> train step: 973580, lr: 0.000010, total_loss: 0.39,                  box_loss: 0.35, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973581, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973582, lr: 0.000010, total_loss: 0.32,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973583, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973584, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.04
=======> train step: 973585, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973586, lr: 0.000010, total_loss: 0.37,                  box_loss: 0.34, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973587, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.05, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973588, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 973589, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.02
